,label,review
5999,1,has a plot full of twists upon knots . . . and a nonstop parade of mock-tarantino scuzbag types that starts out clever but veers into overkill . 
2588,0,"if this is the resurrection of the halloween franchise , it would have been better off dead . "
4769,0,a sustained fest of self-congratulation between actor and director that leaves scant place for the viewer . 
8040,1,"jeong-hyang lee's film is deceptively simple , deeply satisfying . "
8144,1,"there are laughs aplenty , and , as a bonus , viewers don't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies . "
5016,0,more trifle than triumph . 
288,0,bad company . bad movie . just plain bad . 
4918,0,"the movie obviously seeks to re-create the excitement of such '50s flicks as jules verne's '20 , 000 leagues under the sea' and the george pal version of h . g . wells' 'the time machine . ' but its storytelling prowess and special effects are both listless . "
5509,1,"maybe it's just because this past year has seen the release of some of the worst film comedies in decades . . . but honestly , analyze that really isn't all that bad . "
5352,1,a disturbing and frighteningly evocative assembly of imagery and hypnotic music composed by philip glass . 
8349,1, . . . a series of tales told with the intricate preciseness of the best short story writing . 
4548,0,inconsequential road-and-buddy pic . 
8785,1,more good than great but freeman and judd make it work . 
6634,1,"this tenth feature is a big deal , indeed -- at least the third-best , and maybe even a notch above the previous runner-up , nicholas meyer's star trek vi : the undiscovered country . "
109,0,"i'm not saying that ice age doesn't have some fairly pretty pictures , but there's not enough substance in the story to actually give them life . "
5997,1,tailored to entertain ! 
1602,0,the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . 
9031,1,"unlike lots of hollywood fluff , this has layered , well-developed characters and some surprises . "
8121,1,"i liked it because it was so endlessly , grotesquely , inventive . "
4484,0,the only reason you should see this movie is if you have a case of masochism and an hour and a half to blow . 
5407,1,"if this movie were a book , it would be a page-turner , you can't wait to see what happens next . "
6417,1,"a fast , funny , highly enjoyable movie . "
1687,0,"without the dark spookiness of crystal lake camp , the horror concept completely loses its creepy menace . "
1647,0,"it does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they're being streamed over a 28k modem . "
1318,0,"it is most of the things costner movies are known for ; it's sanctimonious , self-righteous and so eager to earn our love that you want to slap it . "
8421,1,a poignant and gently humorous parable that loves its characters and communicates something rather beautiful about human nature . 
10566,1,an animation landmark as monumental as disney's 1937 breakthrough snow white and the seven dwarfs . 
110,0,"in the telling of a story largely untold , bui chooses to produce something that is ultimately suspiciously familiar . "
3534,0,"the film is like sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables . "
133,0,"the movie , like bartleby , is something of a stiff -- an extra-dry office comedy that seems twice as long as its 83 minutes . "
5272,0,"a word of advice to the makers of the singles ward : celebrity cameos do not automatically equal laughs . and neither do cliches , no matter how 'inside' they are . "
916,0,it is not the first time that director sara sugarman stoops to having characters drop their pants for laughs and not the last time she fails to provoke them . 
6255,1,"a love for films shines through each frame and the era is recreated with obvious affection , scored to perfection with some tasty boogaloo beats . "
8674,1," "" mr . deeds "" is suitable summer entertainment that offers escapism without requiring a great deal of thought . "
6166,1,[broomfield] uncovers a story powerful enough to leave the screen sizzling with intrigue . 
4476,0,"what the audience feels is exhaustion , from watching a movie that is dark ( dark green , to be exact ) , sour , bloody and mean . "
2886,0,"even by dumb action-movie standards , ballistic : ecks vs . sever is a dumb action movie . "
9021,1,"this enthralling documentary . . . is at once playful and haunting , an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends . "
7525,1,"miyazaki has created such a vibrant , colorful world , it's almost impossible not to be swept away by the sheer beauty of his images . "
1503,0,it's so badly made on every level that i'm actually having a hard time believing people were paid to make it . 
2842,0,"to enjoy this movie's sharp dialogue and delightful performance by jolie and burns , you have to gloss over the no sense ending . "
7697,1,"together , miller , kuras and the actresses make personal velocity into an intricate , intimate and intelligent journey . "
10426,1,"oh , james ! your 20th outing shows off a lot of stamina and vitality , and get this , madonna's cameo doesn't suck ! "
1072,0,"the doofus-on- the-loose banter of welcome to collinwood has a cocky , after-hours loopiness to it . and as with most late-night bull sessions , eventually the content isn't nearly as captivating as the rowdy participants think it is . "
9238,1,"mana gives us compelling , damaged characters who we want to help -- or hurt . "
9263,1,the rare movie that's as crisp and to the point as the novel on which it's based . 
9805,1,"to those who have not read the book , the film is a much better mother-daughter tale than last summer's 'divine secrets of the ya-ya sisterhood , ' but that's not saying much . "
7717,1,"this odd , distant portuguese import more or less borrows from bad lieutenant and les vampires , and comes up with a kind of art-house gay porn film . "
1449,0,"the adventure doesn't contain half the excitement of balto , or quarter the fun of toy story 2 . "
2211,0,"it's often faintly amusing , but the problems of the characters never become important to us , and the story never takes hold . "
4634,0,there's surely something wrong with a comedy where the only belly laughs come from the selection of outtakes tacked onto the end credits . 
8530,1,"as commander-in-chief of this film , bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world . "
6211,1,those with an interest in new or singular sorts of film experiences will find what time is it there ? well worth the time . 
7995,1,"she's all-powerful , a voice for a pop-cyber culture that feeds on her bjorkness . "
9020,1,bolstered by exceptional performances and a clear-eyed take on the economics of dealing and the pathology of ghetto fabulousness . 
5080,0,the result is so tame that even slightly wised-up kids would quickly change the channel . 
4138,0,the movie's progression into rambling incoherence gives new meaning to the phrase 'fatal script error . '
4814,0,"tykwer's surface flash isn't just a poor fit with kieslowski's lyrical pessimism ; it completely contradicts everything kieslowski's work aspired to , including the condition of art . "
7665,1,"it's a wise and powerful tale of race and culture forcefully told , with superb performances throughout . "
1583,0,"once the 50 year old benigni appears as the title character , we find ourselves longing for the block of wood to come back . "
5538,1,"with the film's striking ending , one realizes that we have a long way to go before we fully understand all the sexual permutations involved . "
6173,1,"a charming , quirky and leisurely paced scottish comedy -- except with an outrageous central gimmick that could have been a reject from monty python's meaning of life . "
1900,0,the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned . 
5394,1,"the animated subplot keenly depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense . "
7093,1,"stuffed to the brim with ideas , american instigator michael moore's film is a rambling examination of american gun culture that uses his usual modus operandi of crucifixion through juxtaposition . "
5429,1,"i enjoyed time of favor while i was watching it , but i was surprised at how quickly it faded from my memory . "
4770,0,all analyze that proves is that there is really only one movie's worth of decent gags to be gleaned from the premise . 
7973,1,"a delightful , if minor , pastry of a movie . "
4340,0," . curiously , super troopers suffers because it doesn't have enough vices to merit its 103-minute length . "
2541,0,"when a film is created solely because it's a marketable product , soulless and ugly movies like this are the result . let your silly childhood nostalgia slumber unmolested . "
4163,0,the movie is like scorsese's mean streets redone by someone who ignored it in favor of old 'juvenile delinquent' paperbacks with titles like leather warriors and switchblade sexpot . 
7462,1,what makes this film special is serry's ability to take what is essentially a contained family conflict and put it into a much larger historical context . 
8551,1,imamura has said that warm water under a red bridge is a poem to the enduring strengths of women . it may also be the best sex comedy about environmental pollution ever made . 
5261,0,"skillful as he is , mr . shyamalan is undone by his pretensions . "
6735,1,"i can't say that i liked homeboy ; it'd be more accurate to say that i found it intriguing , bizarre , dogma-like in spots - and quite truthful , in its way . "
287,0,the inherent limitations of using a video game as the source material movie are once again made all too clear in this schlocky horror/action hybrid . 
8738,1,"with an expressive face reminiscent of gong li and a vivid personality like zhang ziyi's , dong stakes out the emotional heart of happy . "
1231,0," . . . there's a choppy , surface-effect feeling to the whole enterprise . "
9744,1,"there are problems with this film that even 3 oscar winners can't overcome , but it's a nice girl-buddy movie once it gets rock-n-rolling . "
8357,1,"'barbershop "" is a good-hearted ensemble comedy with a variety of quirky characters and an engaging story . "
2642,0,i didn't believe for a moment in these villains or their plot . 
3780,0,the rock has a great presence but one battle after another is not the same as one battle followed by killer cgi effects . 
8158,1,"performances all around are tops , with the two leads delivering oscar-caliber performances . "
9059,1,"sensual , funny and , in the end , very touching . "
3991,0,"it might not be 1970s animation , but everything else about it is straight from the saturday morning cartoons – a retread story , bad writing , and the same old silliness . "
3657,0,very stupid and annoying . 
2191,0,the film goes from being an unusual sci-fi character study to a chase flick that detracts from its ending . 
7055,1,"what's not to like about a movie with a 'children's' song that includes the line 'my stepdad's not mean , he's just adjusting' ? "
2152,0,i hated every minute of it . 
8489,1,excellent performances from jacqueline bisset and martha plimpton grace this deeply touching melodrama . 
6626,1,equilibrium is what george orwell might have imagined had today's mood-altering drug therapy been envisioned by chemists in 1949 . 
8596,1,steers refreshingly clear of the usual cliches . 
5251,0,"the cast has a high time , but de broca has little enthusiasm for such antique pulp . "
2783,0,the problem isn't that the movie hits so close to home so much as that it hits close to home while engaging in such silliness as that snake-down-the-throat business and the inevitable shot of schwarzenegger outrunning a fireball . 
688,0,a well made indieflick in need of some trims and a more chemistry between its stars . 
248,0,"this is the kind of movie during which you want to bang your head on the seat in front of you , at its cluelessness , at its idiocy , at its utterly misplaced earnestness . "
8190,1,nachtwey clears the cynicism right out of you . he makes you realize that deep inside righteousness can be found a tough beauty . 
1777,0,"it's slow -- very , very slow . it's not the ultimate depression-era gangster movie . that's pure pr hype . "
4477,0,"director hoffman , his writer and kline's agent should serve detention"
6078,1,"'charly' will divide its audience in two separate groups , those reaching for more tissues and those begging for mercy . . . "
9743,1,"[reynolds] takes a classic story , casts attractive and talented actors and uses a magnificent landscape to create a feature film that is wickedly fun to watch . "
7289,1,clooney directs this film always keeping the balance between the fantastic and the believable . . . 
493,0,"i've had more interesting -- and , dare i say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama . "
3998,0,doesn't really add up to much . 
2866,0,"its over-reliance on genre conventions , character types and formulaic conflict resolutions crushes all the goodwill it otherwise develops . "
5919,1,"there's a disreputable air about the whole thing , and that's what makes it irresistible . "
587,0,"the inevitable double- and triple-crosses arise , but the only drama is in waiting to hear how john malkovich's reedy consigliere will pronounce his next line . "
4699,0,"what we have here isn't a disaster , exactly , but a very handsomely produced let-down . "
2871,0,"as it abruptly crosscuts among the five friends , it fails to lend the characters' individual stories enough dramatic resonance to make us care about them . "
3801,0,"hey everybody , wanna watch a movie in which a guy dressed as a children's party clown gets violently gang-raped ? i didn't think so . "
8365,1,i had more fun watching spy than i had with most of the big summer movies . 
3960,0,"would've been nice if the screenwriters had trusted audiences to understand a complex story , and left off the film's predictable denouement . then nadia's birthday might not have been such a bad day after all . "
4599,0,"it looks good , but it is essentially empty . "
5155,0,"a banal , virulently unpleasant excuse for a romantic comedy . "
4755,0,"memorable for a peculiar malaise that renders its tension flaccid and , by extension , its surprises limp and its resolutions ritual . "
3443,0,"[taylor] takes us on a ride that's consistently surprising , easy to watch -- but , oh , so dumb . "
2456,0,"as [the characters] get more depressed , the story gets more tiresome , especially as it continues to mount a conspicuous effort to be profound . "
8559,1,"i found myself liking the film , though in this case one man's treasure could prove to be another man's garbage . "
224,0,the director has injected self-consciousness into the proceedings at every turn . the results are far more alienating than involving . 
11,0,"interesting , but not compelling . "
7818,1,"gooding is the energetic frontman , and it's hard to resist his enthusiasm , even if the filmmakers come up with nothing original in the way of slapstick sequences . "
4704,0,"it's as if allen , at 66 , has stopped challenging himself . "
8703,1,"while this gentle and affecting melodrama will have luvvies in raptures , it's far too slight and introspective to appeal to anything wider than a niche audience . "
4446,0,"sunk by way too much indulgence of scene-chewing , teeth-gnashing actorliness . "
838,0,an instantly forgettable snow-and-stuntwork extravaganza that likely will be upstaged by an avalanche of more appealing holiday-season product . 
6327,1,"by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut-bustingly funny and crushingly depressing . "
6224,1,the movie exists for its soccer action and its fine acting . 
10462,1,"scherfig , the writer-director , has made a film so unabashedly hopeful that it actually makes the heart soar . yes , soar . "
10261,1,"williams creates a stunning , taxi driver-esque portrayal of a man teetering on the edge of sanity . "
8426,1,like the chilled breath of oral storytelling frozen onto film . 
5118,0,"whether this is art imitating life or life imitating art , it's an unhappy situation all around . "
8341,1,"romantic comedy and dogme 95 filmmaking may seem odd bedfellows , but they turn out to be delightfully compatible here . "
8181,1,"brilliantly written and well-acted , yellow asphalt is an uncompromising film . "
6074,1,"director benoit jacquot , making his first opera-to-film translation with tosca , conveys the heaving passion of puccini's famous love-jealousy- murder-suicide fandango with great cinematic innovation . "
4744,0,"if you saw it on tv , you'd probably turn it off , convinced that you had already seen that movie . "
1579,0,"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . "
4520,0,screenwriter dan schneider and director shawn levy substitute volume and primary colors for humor and bite . 
10236,1,"my little eye is the best little "" horror "" movie i've seen in years . "
3630,0,"even on its own ludicrous terms , the sum of all fears generates little narrative momentum , and invites unflattering comparisons to other installments in the ryan series . "
9010,1,"sheds light on a subject few are familiar with , and makes you care about music you may not have heard before . "
8016,1,"slow and ponderous , but rohmer's drama builds to an intense indoor drama about compassion , sacrifice , and christian love in the face of political corruption . "
1360,0,"the movie straddles the fence between escapism and social commentary , and on both sides it falls short . "
7454,1,"a fascinating , bombshell documentary that should shame americans , regardless of whether or not ultimate blame finally lies with kissinger . should be required viewing for civics classes and would-be public servants alike . "
2625,0,"thirty years ago , it would have been groundbreaking . now it's just tired . "
902,0,"the script is high on squaddie banter , low on shocks . "
7712,1,"a movie that's just plain awful but still manages to entertain on a guilty-pleasure , so-bad-it's-funny level . "
5597,1,"all the performances are top notch and , once you get through the accents , all or nothing becomes an emotional , though still positive , wrench of a sit . "
67,0,"maybe leblanc thought , "" hey , the movie about the baseball-playing monkey was worse . "" "
277,0,the pool drowned me in boredom . 
8184,1,a fascinating literary mystery story with multiple strands about the controversy of who really wrote shakespeare's plays . 
4923,0,"the movie strains to stay on the light , comic side of the issue , despite the difficulty of doing so when dealing with the destruction of property and , potentially , of life itself . "
1095,0,too bland and fustily tasteful to be truly prurient . 
2092,0,"i'm not suggesting that you actually see it , unless you're the kind of person who has seen every wim wenders film of the '70s . "
9191,1,"it excels because , unlike so many other hollywood movies of its ilk , it offers hope . "
7733,1,a decent-enough nail-biter that stands a good chance of being the big hit franklin needs to stay afloat in hollywood . 
2529,0,"despite its title , amy's orgasm is not a porno , though it is as tedious as one . "
620,0,it's pretentious in a way that verges on the amateurish . 
4564,0,insufferably naive . 
1786,0,"slapstick buffoonery can tickle many a preschooler's fancy , but when it costs a family of four about $40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ? "
9738,1,"this is a movie full of grace and , ultimately , hope . "
9614,1,"both lead performances are oscar-size . quaid is utterly fearless as the tortured husband living a painful lie , and moore wonderfully underplays the long-suffering heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver . "
8079,1,"an extremely funny , ultimately heartbreaking look at life in contemporary china . "
7341,1,a heartening tale of small victories and enduring hope . 
1040,0,schneidermeister . . . makin' a fool of himself . . . losin' his fan base . . . 
6771,1,"while undisputed isn't exactly a high , it is a gripping , tidy little movie that takes mr . hill higher than he's been in a while . "
9342,1,"more vaudeville show than well-constructed narrative , but on those terms it's inoffensive and actually rather sweet . "
5209,0,an awful movie that will only satisfy the most emotionally malleable of filmgoers . 
7636,1,"could use a little more humanity , but it never lacks in eye-popping visuals . "
349,0,"that the chuck norris "" grenade gag "" occurs about 7 times during windtalkers is a good indication of how serious-minded the film is . "
7058,1,"not everyone will welcome or accept the trials of henry kissinger as faithful portraiture , but few can argue that the debate it joins is a necessary and timely one . "
9997,1,remarkable for its intelligence and intensity . 
2019,0,"some of their jokes work , but most fail miserably and in the end , pumpkin is far more offensive than it is funny . "
6474,1,an intriguing cinematic omnibus and round-robin that occasionally is more interesting in concept than in execution . 
4888,0,it reduces the complexities to bromides and slogans and it gets so preachy-keen and so tub-thumpingly loud it makes you feel like a chump just for sitting through it . 
567,0,"the art direction is often exquisite , and the anthropomorphic animal characters are beautifully realized through clever makeup design , leaving one to hope that the eventual dvd release will offer subtitles and the original italian-language soundtrack . "
9042,1,"sure , it's contrived and predictable , but its performances are so well tuned that the film comes off winningly , even though it's never as solid as you want it to be . "
1553,0,this movie is maddening . it conveys a simple message in a visual style that is willfully overwrought . 
773,0,the best thing that can be said of the picture is that it does have a few cute moments . 
8640,1,"with we were soldiers , hollywood makes a valiant attempt to tell a story about the vietnam war before the pathology set in . "
9868,1,wise and deadpan humorous . 
4302,0,"this movie , a certain scene in particular , brought me uncomfortably close to losing my lunch . "
874,0,"twenty-three movies into a mostly magnificent directorial career , clint eastwood's efficiently minimalist style finally has failed him . big time . "
3376,0,"thriller directorial debut for traffic scribe gaghan has all the right parts , but the pieces don't quite fit together . "
2450,0,"it doesn't help that the director and cinematographer stephen kazmierski shoot on grungy video , giving the whole thing a dirty , tasteless feel . "
8060,1,morvern rocks . 
1322,0,"the director , with his fake backdrops and stately pacing , never settles on a consistent tone . "
9471,1,interesting both as a historical study and as a tragic love story . 
8114,1,goes a long way on hedonistic gusto . 
7479,1,"a pretty decent kid-pleasing , tolerable-to-adults lark of a movie . "
6939,1,"the film aims to be funny , uplifting and moving , sometimes all at once . the extent to which it succeeds is impressive . "
274,0,why spend $9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ? 
3462,0,some stunning visuals -- and some staggeringly boring cinema . 
6576,1,this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . 
6020,1,watstein handily directs and edits around his screenplay's sappier elements . . . and sustains off the hook's buildup with remarkable assuredness for a first-timer . 
5409,1,absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way . 
9972,1,"if the very concept makes you nervous . . . you'll have an idea of the film's creepy , scary effectiveness . "
38,0,curling may be a unique sport but men with brooms is distinctly ordinary . 
6645,1,"even if you don't think [kissinger's] any more guilty of criminal activity than most contemporary statesmen , he'd sure make a courtroom trial great fun to watch . "
2041,0,this charmless nonsense ensues amid clanging film references that make jay and silent bob's excellent adventure seem understated . 
7735,1,one of the most genuinely sweet films to come along in quite some time . 
9022,1,some remarkable achival film about how shanghai ( of all places ) served jews who escaped the holocaust . 
9569,1,"this is a dark , gritty , sometimes funny little gem . "
6013,1,"it is risky , intelligent , romantic and rapturous from start to finish . "
465,0,"mckay seems embarrassed by his own invention and tries to rush through the intermediary passages , apparently hoping that the audience will not notice the glaring triteness of the plot device he has put in service . "
7123,1,"below may not mark mr . twohy's emergence into the mainstream , but his promise remains undiminished . "
7097,1,"the result is more depressing than liberating , but it's never boring . "
5984,1,"sam jones became a very lucky filmmaker the day wilco got dropped from their record label , proving that one man's ruin may be another's fortune . "
4525,0,"if you saw benigni's pinocchio at a public park , you'd grab your kids and run and then probably call the police . "
6085,1,"a recent favourite at sundance , this white-trash satire will inspire the affection of even those unlucky people who never owned a cassette of def leppard's pyromania . "
490,0,there's more repetition than creativity throughout the movie . 
10593,1,a compelling story of musical passion against governmental odds . 
1511,0,no telegraphing is too obvious or simplistic for this movie . 
8534,1,"with 'bowling for columbine , ' michael moore gives us the perfect starting point for a national conversation about guns , violence , and fear . "
6611,1," "" the ring "" is pretty much an english-language copy of the film that inspired it , and it carries the same strengths and flaws . "
10273,1,a well-rounded tribute to a man whose achievements -- and complexities -- reached far beyond the end zone . 
4633,0,dismally dull sci-fi comedy . 
8141,1,a beautifully observed character piece . 
6922,1,allen shows he can outgag any of those young whippersnappers making moving pictures today . 
2238,0,"human nature initially succeeds by allowing itself to go crazy , but ultimately fails by spinning out of control . "
6990,1,an exhilarating serving of movie fluff . 
6581,1,"[chaiken's] talent lies in an evocative , accurate observation of a distinctive milieu and in the lively , convincing dialogue she creates for her characters . "
506,0,"silly stuff , all mixed up together like a term paper from a kid who can't quite distinguish one sci-fi work from another . "
485,0,'this movie sucks . '
9955,1,"ub equally spoofs and celebrates the more outre aspects of 'black culture' and the dorkier aspects of 'white culture , ' even as it points out how inseparable the two are . "
2589,0,this formulaic chiller will do little to boost stallone's career . 
5455,1,"a thunderous ride at first , quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action . still , this flick is fun , and host to some truly excellent sequences . "
9626,1,"where janice beard falters in its recycled aspects , implausibility , and sags in pace , it rises in its courageousness , and comedic employment . "
10463,1,a delicious and delicately funny look at the residents of a copenhagen neighborhood coping with the befuddling complications life tosses at them . 
308,0,"it won't harm anyone , but neither can i think of a very good reason to rush right out and see it . after all , it'll probably be in video stores by christmas , and it might just be better suited to a night in the living room than a night at the movies . "
1130,0,the film lapses too often into sugary sentiment and withholds delivery on the pell-mell pyrotechnics its punchy style promises . 
4971,0,"the movie's downfall is to substitute plot for personality . it doesn't really know or care about the characters , and uses them as markers for a series of preordained events . "
7234,1,stage director sam mendes showcases tom hanks as a depression era hit-man in this dark tale of revenge . 
6215,1,"you'll be left with the sensation of having just witnessed a great performance and , perhaps , give in to the urge to get on your feet and shake it . "
9093,1,"the film reminds me of a vastly improved germanic version of my big fat greek wedding -- with better characters , some genuine quirkiness and at least a measure of style . the difference is that i truly enjoyed most of mostly martha while i ne"
3840,0,"the actors improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen . "
3497,0,"a fast-paced , glitzy but extremely silly piece . "
3596,0,"fails to satisfactorily exploit its gender politics , genre thrills or inherent humor . "
4118,0,"neither a rousing success nor a blinding embarrassment . still , it just sits there like a side dish no one ordered . "
1261,0,the nicest thing that can be said about stealing harvard ( which might have been called freddy gets molested by a dog ) is that it's not as obnoxious as tom green's freddie got fingered . 
9625,1,"shot largely in small rooms , the film has a gentle , unforced intimacy that never becomes claustrophobic . "
6945,1,"from the opening strains of the average white band's "" pick up the pieces "" , you can feel the love . "
4775,0,resurrection has the dubious distinction of being a really bad imitation of the really bad blair witch project . 
3503,0,"the script , the gags , the characters are all direct-to-video stuff , and that's where this film should have remained . "
1079,0,never comes together as a coherent whole . 
7174,1,"if there's no art here , it's still a good yarn -- which is nothing to sneeze at these days . "
9153,1,parris' performance is credible and remarkably mature . 
998,0,offers absolutely nothing i hadn't already seen . 
7638,1,"these three films form a remarkably cohesive whole , both visually and thematically , through their consistently sensitive and often exciting treatment of an ignored people . "
4936,0,"from the choppy editing to the annoying score to 'special effects' by way of replacing objects in a character's hands below the camera line , "" besotted "" is misbegotten"
14,0,there is a difference between movies with the courage to go over the top and movies that don't care about being stupid
3449,0,the pacing is often way off and there are too many bona fide groaners among too few laughs . 
623,0,"partly a schmaltzy , by-the-numbers romantic comedy , partly a shallow rumination on the emptiness of success -- and entirely soulless . "
9406,1,"though it never rises to its full potential as a film , still offers a great deal of insight into the female condition and the timeless danger of emotions repressed . "
4958,0,"when [reno] lets her radical flag fly , taking angry potshots at george w . bush , henry kissinger , larry king , et al . , reno devolves into a laugh-free lecture . "
10080,1,underachieves only in not taking the shakespeare parallels quite far enough . 
5334,1,"emerges as something rare , an issue movie that's so honest and keenly observed that it doesn't feel like one . "
3966,0,what starts off as a possible argentine american beauty reeks like a room stacked with pungent flowers . 
5870,1,an ironic speculation on democracy in a culture unaccustomed to it . 
5447,1,"between the drama of cube ? s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results . "
672,0,a straight-ahead thriller that never rises above superficiality . 
8318,1,"it's something of the ultimate scorsese film , with all the stomach-turning violence , colorful new york gang lore and other hallmarks of his personal cinema painted on their largest-ever historical canvas . "
8803,1,kudos to the most enchanting film of the year . 
8503,1,"if you ever wondered what it would be like to be smack in the middle of a war zone armed with nothing but a camera , this oscar-nominated documentary takes you there . "
8857,1,"as they used to say in the 1950s sci-fi movies , signs is a tribute to shyamalan's gifts , which are such that we'll keep watching the skies for his next project . "
2605,0,its characters are thinner than cardboard -- or even comic-book paper . 
2349,0,"with recent tensions rekindled by the kathleen soliah trial and the upcoming trial of sla members emily and william harris , not to mention sept . 11 , its difficult these days to appreciate fire's bright side . "
9097,1,the history is fascinating ; the action is dazzling . they just don't work in concert . 
10492,1,a realistically terrifying movie that puts another notch in the belt of the long list of renegade-cop tales . 
3110,0,one of the most unpleasant things the studio has ever produced . 
6672,1,"it has the ability to offend and put off everyone , but it holds you with its outrageousness . "
9366,1,"we get an image of big papa spanning history , rather than suspending it . "
4139,0,"solondz may be convinced that he has something significant to say , but he isn't talking a talk that appeals to me . "
2710,0,black-and-white and unrealistic . 
1521,0,"it's too self-important and plodding to be funny , and too clipped and abbreviated to be an epic . "
4875,0,one regards reign of fire with awe . what a vast enterprise has been marshaled in the service of such a minute idea . 
3502,0,"while certain cues , like the happy music , suggest that this movie is supposed to warm our hearts , jeong-hyang lee's film is just as likely to blacken that organ with cold vengefulness . "
143,0,"even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities . "
9082,1,"una película oscura , precisa , por momentos grandiosa y casi siempre conmovedora . "
1337,0,it's not as awful as some of the recent hollywood trip tripe . . . but it's far from a groundbreaking endeavor . 
8966,1,vividly conveys the shadow side of the 30-year friendship between two english women . 
10459,1,"how i killed my father would be a rarity in hollywood . it's an actor's showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters -- including the supporting ones . "
1246,0,this loud and thoroughly obnoxious comedy about a pair of squabbling working-class spouses is a deeply unpleasant experience . 
85,0,one can only assume that the jury who bestowed star hoffman's brother gordy with the waldo salt screenwriting award at 2002's sundance festival were honoring an attempt to do something different over actually pulling it off
2230,0,"it's fun , but a psychological mess , with austin powers bumping his head on the way out of the closet . "
5497,1,"remains a solid , if somewhat heavy-handed , account of the near-disaster . . . done up by howard with a steady , if not very imaginative , hand . "
7330,1,"a captivatingly quirky hybrid of character portrait , romantic comedy and beat-the-clock thriller . "
4072,0,despite the surface attractions -- conrad l . hall's cinematography will likely be nominated for an oscar next year -- there's something impressive and yet lacking about everything . 
2177,0,an ultra-low-budget indie debut that smacks more of good intentions than talent . 
7044,1,there is truth here
9878,1,"presents a side of contemporary chinese life that many outsiders will be surprised to know exists , and does so with an artistry that also smacks of revelation . "
8438,1,"assured , glossy and shot through with brittle desperation . "
5836,1,"if it tried to do anything more , it would fail and perhaps explode , but at this level of manic whimsy , it is just about right . "
83,0,"deadly dull , pointless meditation on losers in a gone-to-seed hotel . "
7398,1,there's lots of cool stuff packed into espn's ultimate x . 
4037,0,a major waste . . . generic . 
6388,1,the film serves as a valuable time capsule to remind us of the devastating horror suffered by an entire people . 
2264,0,"a dreary , incoherent , self-indulgent mess of a movie in which a bunch of pompous windbags drone on inanely for two hours . . . a cacophony of pretentious , meaningless prattle . "
3570,0,narc can only remind us of brilliant crime dramas without becoming one itself . 
2517,0,"…a big , baggy , sprawling carnival of a movie , stretching out before us with little rhyme or reason . "
6599,1,it inspires a continuing and deeply satisfying awareness of the best movies as monumental 'picture shows . '
1930,0,to say this was done better in wilder's some like it hot is like saying the sun rises in the east . 
531,0,"unfortunately , carvey's rubber-face routine is no match for the insipid script he has crafted with harris goldberg . "
9551,1,a fanciful drama about napoleon's last years and his surprising discovery of love and humility . 
4358,0,"a few energetic stunt sequences briefly enliven the film , but the wheezing terrorist subplot hasn't the stamina for the 100-minute running time , and the protagonists' bohemian boorishness mars the spirit of good clean fun . "
3971,0,"deep down , i realized the harsh reality of my situation : i would leave the theater with a lower i . q . than when i had entered . "
3828,0,"a loud , ugly , irritating movie without any of its satirical salvos hitting a discernible target . "
3322,0,mindless yet impressively lean spinoff of last summer's bloated effects fest the mummy returns . 
9130,1,"there aren't many conclusive answers in the film , but there is an interesting story of pointed personalities , courage , tragedy and the little guys vs . the big guys . "
9227,1,"nicks sustains the level of exaggerated , stylized humor throughout by taking your expectations and twisting them just a bit . "
3981,0,"it's all gratuitous before long , as if schwentke were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story . "
6852,1," "" mostly martha "" is a bright , light modern day family parable that wears its heart on its sleeve for all to see . "
9026,1,"tony gayton's script doesn't give us anything we haven't seen before , but director d . j . caruso's grimy visual veneer and kilmer's absorbing performance increase the gravitational pull considerably . "
9764,1,"the film is small in scope , yet perfectly formed . "
